"Geography","Persons"
"Carrot River (T), Saskatchewan","1,040"
"Humboldt No. 370 (RM), Saskatchewan","966"
"Meota No. 468 (RM), Saskatchewan","939"
"Star City No. 428 (RM), Saskatchewan","802"
"Southend 200 (IRI), Saskatchewan","1,148"
"Preeceville No. 334 (RM), Saskatchewan","979"
"Wakaw (T), Saskatchewan","1,018"
"Canoe Lake 165 (IRI), Saskatchewan","1,023"
"Fond du Lac 227 (IRI), Saskatchewan","976"
"Tisdale No. 427 (RM), Saskatchewan","833"
"Spiritwood (T), Saskatchewan","918"
"Lakeland No. 521 (RM), Saskatchewan","968"
"Paddockwood No. 520 (RM), Saskatchewan","926"
"Big River No. 555 (RM), Saskatchewan","974"
"Churchbridge (T), Saskatchewan","903"
"Hague (T), Saskatchewan","879"
"Rocanville (T), Saskatchewan","873"
"Leader (T), Saskatchewan","884"
"Cana No. 214 (RM), Saskatchewan","960"
"Porcupine Plain (T), Saskatchewan","967"
"Whitewood (T), Saskatchewan","866"
"North Qu'Appelle No. 187 (RM), Saskatchewan","931"
"Wallace No. 243 (RM), Saskatchewan","856"
"Herbert (T), Saskatchewan","866"
"Wolseley (T), Saskatchewan","933"
"Bjorkdale No. 426 (RM), Saskatchewan","764"
"Carrot River 29A (IRI), Saskatchewan","903"
"Clearwater River Dene 222 (IRI), Saskatchewan","955"
"Gordon 86 (IRI), Saskatchewan","840"
"Chitek Lake 191 (IRI), Saskatchewan","820"
"Candle Lake (RV), Saskatchewan","854"
"Kelvington (T), Saskatchewan","822"
"Denare Beach (NV), Saskatchewan","832"
"Southey (T), Saskatchewan","816"
"Big Island Lake Cree Territory (IRI), Saskatchewan","838"
"Cudworth (T), Saskatchewan","823"
"Excelsior No. 166 (RM), Saskatchewan","817"
"Cumberland House Cree Nation 20 (IRI), Saskatchewan","791"
"Radville (T), Saskatchewan","864"
"Strasbourg (T), Saskatchewan","744"
"Biggar No. 347 (RM), Saskatchewan","809"
"Cumberland House (NV), Saskatchewan","772"
"Porcupine No. 395 (RM), Saskatchewan","671"
"Buffalo River Dene Nation 193 (Peter Pond Lake 193) (IRI), Saskatchewan","829"
"Fertile Belt No. 183 (RM), Saskatchewan","786"
"St. Peter No. 369 (RM), Saskatchewan","801"
"Bienfait (T), Saskatchewan","774"
"Sasman No. 336 (RM), Saskatchewan","762"
"Cote 64 (IRI), Saskatchewan","702"
"James Smith 100 (IRI), Saskatchewan","790"
"Loon Lake No. 561 (RM), Saskatchewan","794"
"Eldon No. 471 (RM), Saskatchewan","775"
"Good Lake No. 274 (RM), Saskatchewan","745"
"Poorman 88 (IRI), Saskatchewan","717"
"McKillop No. 220 (RM), Saskatchewan","797"
"Moosomin 112B (IRI), Saskatchewan","764"
"Flett's Springs No. 429 (RM), Saskatchewan","809"
"North Battleford No. 437 (RM), Saskatchewan","730"
"Montrose No. 315 (RM), Saskatchewan","784"
"Saltcoats No. 213 (RM), Saskatchewan","751"
"Thunderchild First Nation 115B (IRI), Saskatchewan","736"
"Little Pine 116 (IRI), Saskatchewan","708"
"Sandy Bay (NV), Saskatchewan","725"
"Big River (T), Saskatchewan","636"
"Ituna (T), Saskatchewan","696"
"Milestone (T), Saskatchewan","706"
"White Bear 70 (IRI), Saskatchewan","696"
"Hepburn (T), Saskatchewan","716"
"St. Walburg (T), Saskatchewan","714"
"Watson (T), Saskatchewan","666"
"One Arrow 95 (IRI), Saskatchewan","710"
"Mistawasis 103 (IRI), Saskatchewan","736"
"Lampman (T), Saskatchewan","663"
"Leask No. 464 (RM), Saskatchewan","636"
"Waterhen 130 (IRI), Saskatchewan","809"
"Francis No. 127 (RM), Saskatchewan","755"
"Garden River No. 490 (RM), Saskatchewan","663"
"St. Brieux (T), Saskatchewan","632"
"Hoodoo No. 401 (RM), Saskatchewan","626"
"Aberdeen (T), Saskatchewan","691"
"Naicam (T), Saskatchewan","616"
"Arcola (T), Saskatchewan","687"
"Grand Coulee (VL), Saskatchewan","718"
"Birch Hills No. 460 (RM), Saskatchewan","797"
"Muskoday First Nation (IRI), Saskatchewan","671"
"Allan (T), Saskatchewan","723"
"Sweet Grass 113 (IRI), Saskatchewan","725"
"Stoughton (T), Saskatchewan","648"
"Beauval (NV), Saskatchewan","668"
"Asquith (T), Saskatchewan","652"
"Kinistino (T), Saskatchewan","692"
"Qu'Appelle (T), Saskatchewan","602"
"Sturgis (T), Saskatchewan","693"
"Pelican Narrows (NV), Saskatchewan","749"
"Coronach (T), Saskatchewan","608"
"Willow Creek No. 458 (RM), Saskatchewan","584"
"Ministikwan 161 (IRI), Saskatchewan","650"
"Baildon No. 131 (RM), Saskatchewan","631"
"Luseland (T), Saskatchewan","599"
"Dundurn (T), Saskatchewan","689"
"Parkdale No. 498 (RM), Saskatchewan","650"
"Churchbridge No. 211 (RM), Saskatchewan","647"
"Bruno (T), Saskatchewan","597"
"Kitsakie 156B (IRI), Saskatchewan","603"
"Buena Vista (VL), Saskatchewan","611"
"Midale (T), Saskatchewan","613"
"Pierceland (VL), Saskatchewan","732"
"Marshall (T), Saskatchewan","618"
"Eagle Creek No. 376 (RM), Saskatchewan","602"
"Pleasantdale No. 398 (RM), Saskatchewan","590"
"Three Lakes No. 400 (RM), Saskatchewan","608"
"Pense (T), Saskatchewan","647"
"Eye Hill No. 382 (RM), Saskatchewan","530"
"Clayton No. 333 (RM), Saskatchewan","580"
"Lake Lenore No. 399 (RM), Saskatchewan","550"
"Connaught No. 457 (RM), Saskatchewan","475"
"Morin Lake 217 (IRI), Saskatchewan","580"
"Balcarres (T), Saskatchewan","641"
"Flying Dust First Nation 105 (Meadow Lake 105) (IRI), Saskatchewan","600"
"Caron No. 162 (RM), Saskatchewan","587"
"Standing Buffalo 78 (IRI), Saskatchewan","628"
"Raymore (T), Saskatchewan","574"
"Cut Knife (T), Saskatchewan","575"
"Duck Lake (T), Saskatchewan","587"
"Manitou Lake No. 442 (RM), Saskatchewan","547"
"Coulee No. 136 (RM), Saskatchewan","575"
"Wawken No. 93 (RM), Saskatchewan","520"
"Cupar (T), Saskatchewan","617"
"Wapachewunak 192D (IRI), Saskatchewan","587"
"Dufferin No. 190 (RM), Saskatchewan","614"
"Invergordon No. 430 (RM), Saskatchewan","580"
"Langenburg No. 181 (RM), Saskatchewan","506"
"Cymri No. 36 (RM), Saskatchewan","489"
"Ponteix (T), Saskatchewan","550"
"Hillsdale No. 440 (RM), Saskatchewan","555"
"Poundmaker 114 (IRI), Saskatchewan","552"
"Kinistino No. 459 (RM), Saskatchewan","639"
"Broadview (T), Saskatchewan","553"
"Rouleau (T), Saskatchewan","515"
"Cote No. 271 (RM), Saskatchewan","546"
"Lac Pelletier No. 107 (RM), Saskatchewan","544"
"Webb No. 138 (RM), Saskatchewan","559"
"Cowessess 73 (IRI), Saskatchewan","592"
"Wawota (T), Saskatchewan","543"
"Foam Lake No. 276 (RM), Saskatchewan","470"
"Fertile Valley No. 285 (RM), Saskatchewan","521"
"Rosedale No. 283 (RM), Saskatchewan","671"
"Lacadena No. 228 (RM), Saskatchewan","557"
"Usborne No. 310 (RM), Saskatchewan","571"
"Mount Hope No. 279 (RM), Saskatchewan","504"
"Makaoo (Part) 120 (IRI), Saskatchewan","541"
"Pasqua 79 (IRI), Saskatchewan","571"
"Red Pheasant 108 (IRI), Saskatchewan","528"
"Antler No. 61 (RM), Saskatchewan","566"
"St. Andrews No. 287 (RM), Saskatchewan","528"
"Piapot 75 (IRI), Saskatchewan","653"
"Eatonia (T), Saskatchewan","492"
"Hazel Dell No. 335 (RM), Saskatchewan","563"
"Radisson (T), Saskatchewan","486"
"Hanley (T), Saskatchewan","572"
"Great Bend No. 405 (RM), Saskatchewan","499"
"Pense No. 160 (RM), Saskatchewan","558"
"Big Quill No. 308 (RM), Saskatchewan","523"
"Rocanville No. 151 (RM), Saskatchewan","439"
"Grayson No. 184 (RM), Saskatchewan","513"
"Springside (T), Saskatchewan","448"
"Leroy No. 339 (RM), Saskatchewan","523"
"Medstead No. 497 (RM), Saskatchewan","524"
"Cupar No. 218 (RM), Saskatchewan","551"
"Buffalo No. 409 (RM), Saskatchewan","506"
"Kahkewistahaw 72 (IRI), Saskatchewan","574"
"Stanley No. 215 (RM), Saskatchewan","507"
"Eastend (T), Saskatchewan","548"
"Turtleford (T), Saskatchewan","514"
"Peepeekisis 81 (IRI), Saskatchewan","542"
"Keeseekoose 66 (IRI), Saskatchewan","497"
"Elrose (T), Saskatchewan","505"
"Paradise Hill (VL), Saskatchewan","508"
"Elcapo No. 154 (RM), Saskatchewan","476"
"Moose Mountain No. 63 (RM), Saskatchewan","460"
"Montmartre (VL), Saskatchewan","535"
"Blaine Lake (T), Saskatchewan","480"
"Edam (VL), Saskatchewan","506"
"Wapaskokimaw 202 (IRI), Saskatchewan","503"
"Montmartre No. 126 (RM), Saskatchewan","459"
"Wolverine No. 340 (RM), Saskatchewan","538"
"Turnor Lake 193B (IRI), Saskatchewan","512"
"Yellow Grass (T), Saskatchewan","493"
"Saltcoats (T), Saskatchewan","494"
"Chesterfield No. 261 (RM), Saskatchewan","523"
"White Valley No. 49 (RM), Saskatchewan","481"
"Mosquito 109 (IRI), Saskatchewan","507"
"Riverside No. 168 (RM), Saskatchewan","457"
"Coteau No. 255 (RM), Saskatchewan","482"
"Saulteaux 159 (IRI), Saskatchewan","514"
"Benson No. 35 (RM), Saskatchewan","475"
"Moosomin No. 121 (RM), Saskatchewan","474"
"Bayne No. 371 (RM), Saskatchewan","484"
"Grant No. 372 (RM), Saskatchewan","440"
"Rudy No. 284 (RM), Saskatchewan","521"
"Vanscoy (VL), Saskatchewan","380"
"Whiska Creek No. 106 (RM), Saskatchewan","462"
"Enniskillen No. 3 (RM), Saskatchewan","458"
"Whitecap (IRI), Saskatchewan","527"
"Spalding No. 368 (RM), Saskatchewan","468"
"Leroy (T), Saskatchewan","413"
"Colonsay (T), Saskatchewan","503"
"Montreal Lake 106B (IRI), Saskatchewan","477"
"Carmichael No. 109 (RM), Saskatchewan","497"
"Kyle (T), Saskatchewan","457"
"Monet No. 257 (RM), Saskatchewan","457"
"Perdue No. 346 (RM), Saskatchewan","453"
"Assiniboine 76 (IRI), Saskatchewan","517"
"Rockglen (T), Saskatchewan","484"
"Kingsley No. 124 (RM), Saskatchewan","448"
"Griffin No. 66 (RM), Saskatchewan","444"
"Yellowquill 90 (IRI), Saskatchewan","437"
"Muskowekwan 85 (IRI), Saskatchewan","437"
"Norquay (T), Saskatchewan","428"
"Barrier Valley No. 397 (RM), Saskatchewan","384"
"Muenster (VL), Saskatchewan","444"
"Wood River No. 74 (RM), Saskatchewan","364"
"Shoal Lake 28A (IRI), Saskatchewan","428"
"Green Lake (NV), Saskatchewan","445"
"Morse No. 165 (RM), Saskatchewan","435"
"Ochapowace 71 (IRI), Saskatchewan","432"
"Round Valley No. 410 (RM), Saskatchewan","402"
"Sucker River 156C (Nemebien River 156C) (IRI), Saskatchewan","434"
"Clavet (VL), Saskatchewan","463"
"Ponass Lake No. 367 (RM), Saskatchewan","493"
"St. Louis (VL), Saskatchewan","428"
"Val Marie No. 17 (RM), Saskatchewan","416"
"Saskatchewan Landing No. 167 (RM), Saskatchewan","425"
"Sliding Hills No. 273 (RM), Saskatchewan","402"
"Auvergne No. 76 (RM), Saskatchewan","409"
"Mount Pleasant No. 2 (RM), Saskatchewan","379"
"McLean (VL), Saskatchewan","449"
"Lakeside No. 338 (RM), Saskatchewan","355"
"Silverwood No. 123 (RM), Saskatchewan","405"
"Fishing Lake 89 (IRI), Saskatchewan","407"
"Nokomis (T), Saskatchewan","450"
"Hafford (T), Saskatchewan","435"
"Ogema (T), Saskatchewan","431"
"Bethune (VL), Saskatchewan","439"
"Emerald No. 277 (RM), Saskatchewan","401"
"Grass Lake No. 381 (RM), Saskatchewan","400"
"Kelvington No. 366 (RM), Saskatchewan","431"
"Bone Creek No. 108 (RM), Saskatchewan","374"
"Snipe Lake No. 259 (RM), Saskatchewan","405"
"Leask (VL), Saskatchewan","400"
"Avonlea (VL), Saskatchewan","374"
"Craik (T), Saskatchewan","393"
"Excel No. 71 (RM), Saskatchewan","387"
"Keys No. 303 (RM), Saskatchewan","390"
"Cabri (T), Saskatchewan","397"
"Elfros No. 307 (RM), Saskatchewan","349"
"Vonda (T), Saskatchewan","397"
"Star City (T), Saskatchewan","385"
"Vibank (VL), Saskatchewan","362"
"Glaslyn (VL), Saskatchewan","419"
"Chester No. 125 (RM), Saskatchewan","348"
"Quill Lake (VL), Saskatchewan","385"
"Lafleche (T), Saskatchewan","417"
"Neilburg (VL), Saskatchewan","384"
"Moose Creek No. 33 (RM), Saskatchewan","382"
"Reno No. 51 (RM), Saskatchewan","378"
"Victory No. 226 (RM), Saskatchewan","378"
"Stonehenge No. 73 (RM), Saskatchewan","375"
"Lipton No. 217 (RM), Saskatchewan","335"
"Browning No. 34 (RM), Saskatchewan","378"
"Old Post No. 43 (RM), Saskatchewan","373"
"Wolseley No. 155 (RM), Saskatchewan","333"
"Mayfield No. 406 (RM), Saskatchewan","364"
"Frontier (VL), Saskatchewan","374"
"Ituna Bon Accord No. 246 (RM), Saskatchewan","341"
"Tramping Lake No. 380 (RM), Saskatchewan","377"
"Leoville (VL), Saskatchewan","405"
"Bredenbury (T), Saskatchewan","388"
"Miry Creek No. 229 (RM), Saskatchewan","408"
"Wellington No. 97 (RM), Saskatchewan","375"
"Gravelbourg No. 104 (RM), Saskatchewan","368"
"Central Butte (T), Saskatchewan","377"
"Coalfields No. 4 (RM), Saskatchewan","372"
"Alameda (T), Saskatchewan","372"
"Calder No. 241 (RM), Saskatchewan","345"
"Arlington No. 79 (RM), Saskatchewan","369"
"McLeod No. 185 (RM), Saskatchewan","388"
"Lakeview No. 337 (RM), Saskatchewan","367"
"Sedley (VL), Saskatchewan","377"
"Garry No. 245 (RM), Saskatchewan","364"
"Marriott No. 317 (RM), Saskatchewan","369"
"Grassy Creek No. 78 (RM), Saskatchewan","364"
"Abernethy No. 186 (RM), Saskatchewan","396"
"Cut Knife No. 439 (RM), Saskatchewan","364"
"Mossbank (T), Saskatchewan","357"
"Choiceland (T), Saskatchewan","346"
"Little Red River 106C (IRI), Saskatchewan","348"
"Round Hill No. 467 (RM), Saskatchewan","381"
"Imperial (T), Saskatchewan","356"
"White Fox (VL), Saskatchewan","381"
"Stockholm (VL), Saskatchewan","356"
"Douglas No. 436 (RM), Saskatchewan","352"
"Grandview No. 349 (RM), Saskatchewan","350"
"Fish Creek No. 402 (RM), Saskatchewan","352"
"Grandmother's Bay 219 (IRI), Saskatchewan","331"
"Maryfield (VL), Saskatchewan","323"
"Lawtonia No. 135 (RM), Saskatchewan","375"
"Winslow No. 319 (RM), Saskatchewan","346"
"Newcombe No. 260 (RM), Saskatchewan","351"
"Turtle River No. 469 (RM), Saskatchewan","342"
"Reciprocity No. 32 (RM), Saskatchewan","320"
"Redberry No. 435 (RM), Saskatchewan","351"
"Lipton (VL), Saskatchewan","367"
"Touchwood No. 248 (RM), Saskatchewan","331"
"Viscount No. 341 (RM), Saskatchewan","333"
"Arborfield No. 456 (RM), Saskatchewan","339"
"Mountain View No. 318 (RM), Saskatchewan","315"
"Indian Head No. 156 (RM), Saskatchewan","367"
"Elbow (VL), Saskatchewan","345"
"Debden (VL), Saskatchewan","339"
"Red Earth 29 (IRI), Saskatchewan","347"
"Waverley No. 44 (RM), Saskatchewan","288"
"Fox Valley No. 171 (RM), Saskatchewan","365"
"Perdue (VL), Saskatchewan","336"
"Bengough (T), Saskatchewan","333"
"Frontier No. 19 (RM), Saskatchewan","341"
"Wapella (T), Saskatchewan","322"
"Canwood (VL), Saskatchewan","332"
"Witchekan Lake 117 (IRI), Saskatchewan","332"
"Loreburn No. 254 (RM), Saskatchewan","364"
"Walpole No. 92 (RM), Saskatchewan","344"
"Milden No. 286 (RM), Saskatchewan","312"
"Invermay No. 305 (RM), Saskatchewan","325"
"Maryfield No. 91 (RM), Saskatchewan","325"
"Kinistin 91 (IRI), Saskatchewan","322"
"Sarnia No. 221 (RM), Saskatchewan","353"
"Theodore (VL), Saskatchewan","323"
"Spy Hill No. 152 (RM), Saskatchewan","309"
"Cumberland 100A (IRI), Saskatchewan","329"
"Bratt's Lake No. 129 (RM), Saskatchewan","313"
"Meeting Lake No. 466 (RM), Saskatchewan","320"
"Manitou Beach (RV), Saskatchewan","307"
"Lemberg (T), Saskatchewan","326"
"Brokenshell No. 68 (RM), Saskatchewan","314"
"Insinger No. 275 (RM), Saskatchewan","293"
"Wahpaton 94A (IRI), Saskatchewan","320"
"McCraney No. 282 (RM), Saskatchewan","322"
"Arborfield (T), Saskatchewan","309"
"Cambria No. 6 (RM), Saskatchewan","311"
"Fillmore (VL), Saskatchewan","334"
"Katepwa (RV), Saskatchewan","335"
"Coleville (VL), Saskatchewan","309"
"Pleasant Valley No. 288 (RM), Saskatchewan","286"
"Willow Bunch No. 42 (RM), Saskatchewan","307"
"Piapot No. 110 (RM), Saskatchewan","304"
"Kellross No. 247 (RM), Saskatchewan","302"
"Marsden (VL), Saskatchewan","283"
"Meota (VL), Saskatchewan","303"
"Manor (VL), Saskatchewan","286"
"Buchanan No. 304 (RM), Saskatchewan","301"
"Laurier No. 38 (RM), Saskatchewan","292"
"Marquis No. 191 (RM), Saskatchewan","302"
"Lomond No. 37 (RM), Saskatchewan","299"
"Willowdale No. 153 (RM), Saskatchewan","288"
"Storthoaks No. 31 (RM), Saskatchewan","294"
"Morris No. 312 (RM), Saskatchewan","325"
"Blaine Lake No. 434 (RM), Saskatchewan","284"
"Argyle No. 1 (RM), Saskatchewan","288"
"Golden West No. 95 (RM), Saskatchewan","292"
"Mankota No. 45 (RM), Saskatchewan","288"
"Shields (RV), Saskatchewan","323"
"Christopher Lake (VL), Saskatchewan","295"
"Martin No. 122 (RM), Saskatchewan","291"
"Dinsmore (VL), Saskatchewan","291"
"Kenaston (VL), Saskatchewan","286"
"Lake Lenore (VL), Saskatchewan","296"
"Borden (VL), Saskatchewan","290"
"Loon Lake (VL), Saskatchewan","296"
"Lucky Lake (VL), Saskatchewan","290"
"Pelly (VL), Saskatchewan","286"
"Englefeld (VL), Saskatchewan","320"
"Livingston No. 331 (RM), Saskatchewan","283"
"Bengough No. 40 (RM), Saskatchewan","284"
"Pinto Creek No. 75 (RM), Saskatchewan","282"
"Goodsoil (VL), Saskatchewan","299"
"Rose Valley (T), Saskatchewan","277"
"Lake of the Rivers No. 72 (RM), Saskatchewan","280"
"Muscowpetung 80 (IRI), Saskatchewan","304"
"Burstall (T), Saskatchewan","260"
"Last Mountain Valley No. 250 (RM), Saskatchewan","262"
"Tecumseh No. 65 (RM), Saskatchewan","256"
"Waldeck (VL), Saskatchewan","294"
"Muskeg Lake Cree Nation 102 (IRI), Saskatchewan","277"
"Willow Bunch (T), Saskatchewan","311"
"Invermay (VL), Saskatchewan","255"
"Macoun (VL), Saskatchewan","274"
"Colonsay No. 342 (RM), Saskatchewan","300"
"Progress No. 351 (RM), Saskatchewan","268"
"Brock No. 64 (RM), Saskatchewan","268"
"Milton No. 292 (RM), Saskatchewan","267"
"Stony Rapids (NH), Saskatchewan","251"
"Wilcox (VL), Saskatchewan","301"
"Laird (VL), Saskatchewan","281"
"Mortlach (VL), Saskatchewan","265"
"Neudorf (VL), Saskatchewan","262"
"Saskatchewan Beach (RV), Saskatchewan","271"
"Torquay (VL), Saskatchewan","260"
"Craik No. 222 (RM), Saskatchewan","237"
"Reford No. 379 (RM), Saskatchewan","257"
"Willner No. 253 (RM), Saskatchewan","267"
"Paynton No. 470 (RM), Saskatchewan","263"
"Gainsborough (VL), Saskatchewan","242"
"Key West No. 70 (RM), Saskatchewan","257"
"Hart Butte No. 11 (RM), Saskatchewan","279"
"Oakdale No. 320 (RM), Saskatchewan","254"
"Redburn No. 130 (RM), Saskatchewan","274"
"Arm River No. 252 (RM), Saskatchewan","280"
"Fox Valley (VL), Saskatchewan","220"
"Happyland No. 231 (RM), Saskatchewan","255"
"Young (VL), Saskatchewan","253"
"Holdfast (VL), Saskatchewan","270"
"Souris Valley No. 7 (RM), Saskatchewan","227"
"Glenside No. 377 (RM), Saskatchewan","249"
"Prairiedale No. 321 (RM), Saskatchewan","247"
"Earl Grey (VL), Saskatchewan","268"
"Caledonia No. 99 (RM), Saskatchewan","248"
"Spalding (VL), Saskatchewan","244"
"Lost River No. 313 (RM), Saskatchewan","271"
"Heart's Hill No. 352 (RM), Saskatchewan","243"
"Carievale (VL), Saskatchewan","243"
"Lake Alma No. 8 (RM), Saskatchewan","245"
"Terrell No. 101 (RM), Saskatchewan","240"
"Morse (T), Saskatchewan","245"
"Sutton No. 103 (RM), Saskatchewan","239"
"Middle Lake (VL), Saskatchewan","248"
"Edenwold (VL), Saskatchewan","259"
"Kenosee Lake (VL), Saskatchewan","237"
"Viscount (VL), Saskatchewan","260"
"Norton No. 69 (RM), Saskatchewan","235"
"Pangman (VL), Saskatchewan","234"
"Hazelwood No. 94 (RM), Saskatchewan","231"
"Chaplin (VL), Saskatchewan","232"
"Beechy (VL), Saskatchewan","232"
"Elmsthorpe No. 100 (RM), Saskatchewan","228"
"Enfield No. 194 (RM), Saskatchewan","229"
"King George No. 256 (RM), Saskatchewan","229"
"Wood Creek No. 281 (RM), Saskatchewan","249"
"Ministikwan 161A (IRI), Saskatchewan","232"
"Fort San (RV), Saskatchewan","242"
"Fillmore No. 96 (RM), Saskatchewan","224"
"Francis (T), Saskatchewan","239"
"Prairie Rose No. 309 (RM), Saskatchewan","219"
"St. Philips No. 301 (RM), Saskatchewan","217"
"Kennedy (VL), Saskatchewan","217"
"Surprise Valley No. 9 (RM), Saskatchewan","219"
"Lebret (VL), Saskatchewan","236"
"Buchanan (VL), Saskatchewan","217"
"Dodsland (VL), Saskatchewan","218"
"Kelliher (VL), Saskatchewan","215"
"Senlac No. 411 (RM), Saskatchewan","217"
"Craven (VL), Saskatchewan","234"
"Punnichy (VL), Saskatchewan","213"
"Annaheim (VL), Saskatchewan","218"
"Windthorst (VL), Saskatchewan","213"
"Grayson (VL), Saskatchewan","214"
"Deer Forks No. 232 (RM), Saskatchewan","214"
"Pittville No. 169 (RM), Saskatchewan","213"
"Odessa (VL), Saskatchewan","226"
"Abernethy (VL), Saskatchewan","225"
"Wise Creek No. 77 (RM), Saskatchewan","204"
"Mariposa No. 350 (RM), Saskatchewan","206"
"Shamrock No. 134 (RM), Saskatchewan","208"
"Mankota (VL), Saskatchewan","201"
"Flin Flon (Part) (CY), Saskatchewan","210"
"Rosemount No. 378 (RM), Saskatchewan","203"
"Bjorkdale (VL), Saskatchewan","200"
"Tullymet No. 216 (RM), Saskatchewan","218"
"Gull Lake No. 139 (RM), Saskatchewan","205"
"The Gap No. 39 (RM), Saskatchewan","201"
"Dysart (VL), Saskatchewan","217"
"Huron No. 223 (RM), Saskatchewan","202"
"Drake (VL), Saskatchewan","220"
"Codette (VL), Saskatchewan","197"
"Scott No. 98 (RM), Saskatchewan","198"
"Weldon (VL), Saskatchewan","203"
"Poplar Valley No. 12 (RM), Saskatchewan","193"
"Climax (VL), Saskatchewan","195"
"Eyebrow No. 193 (RM), Saskatchewan","198"
"Semans (VL), Saskatchewan","194"
"Govan (T), Saskatchewan","216"
"Zenon Park (VL), Saskatchewan","193"
"Maple Bush No. 224 (RM), Saskatchewan","196"
"Big Arm No. 251 (RM), Saskatchewan","214"
"Harris No. 316 (RM), Saskatchewan","194"
"Harris (VL), Saskatchewan","193"
"Lang (VL), Saskatchewan","191"
"Ocean Man 69 (IRI), Saskatchewan","186"
"Ebenezer (VL), Saskatchewan","186"
"Nekaneet Cree Nation (IRI), Saskatchewan","185"
"Glenavon (VL), Saskatchewan","185"
"Glen Bain No. 105 (RM), Saskatchewan","179"
"Smeaton (VL), Saskatchewan","179"
"Okanese 82 (IRI), Saskatchewan","194"
"Star Blanket 83 (IRI), Saskatchewan","193"
"Meath Park (VL), Saskatchewan","181"
"Hodgeville (VL), Saskatchewan","176"
"Shell Lake (VL), Saskatchewan","175"
"Rhein (VL), Saskatchewan","172"
"Lintlaw (VL), Saskatchewan","172"
"Lake Johnston No. 102 (RM), Saskatchewan","170"
"Cole Bay (NH), Saskatchewan","177"
"Bradwell (VL), Saskatchewan","188"
"Spy Hill (VL), Saskatchewan","170"
"South Lake (RV), Saskatchewan","171"
"Prud'Homme (VL), Saskatchewan","174"
